iter	Logloss
252	0.332497842
253	0.3320535387
254	0.3318011693
255	0.3315221786
256	0.3312801361
257	0.3310145242
258	0.3306812831
259	0.3304549626
260	0.3301985059
261	0.3297393799
262	0.3293429783
263	0.3290208544
264	0.3288132804
265	0.3284508569
266	0.3282660348
267	0.3280707496
268	0.3277704239
269	0.3275525229
270	0.3272894451
271	0.3267936707
272	0.3265325001
273	0.3263051442
274	0.3261243548
275	0.3257314682
276	0.3254755293
277	0.3252618517
278	0.3249863216
279	0.3248988015
280	0.3246074132
281	0.3244475773
282	0.3240793501
283	0.3237532207
284	0.3233785902
285	0.3230536325
286	0.3225688389
287	0.3224033901
288	0.3222806658
289	0.3218373435
290	0.3216260093
291	0.321381024
292	0.3211281913
293	0.3209708623
294	0.3205846514
295	0.3203612191
296	0.319953973
297	0.3197230203
298	0.319534111
299	0.3192601068
300	0.3190462657
301	0.3187097277
302	0.3185614995
303	0.3185219901
304	0.3182234083
305	0.3178430285
306	0.3176538195
307	0.3174745015
308	0.3172176089
309	0.3169530051
310	0.3165764945
311	0.3164740699
312	0.3161185401
313	0.3158501761
314	0.3154759816
315	0.3152890069
316	0.3148403713
317	0.3146418163
318	0.3145058223
319	0.3142538343
320	0.314075034
321	0.3139243262
322	0.3138183049
323	0.3136486871
324	0.3134718486
325	0.3131143297
326	0.3129145758
327	0.3125107901
328	0.312141037
329	0.3118820735
330	0.311639813
331	0.3113950457
332	0.3112115588
333	0.3110064643
334	0.3107124329
335	0.3105249677
336	0.3102770669
337	0.3100068229
338	0.309844126
339	0.3097735269
340	0.3095989772
341	0.3093665804
342	0.3089223589
343	0.3088649205
344	0.308546257
345	0.3082363129
346	0.3078950609
347	0.3075901849
348	0.3073007311
349	0.3067637852
350	0.3066256387
351	0.30641128
352	0.3061573029
353	0.3060497829
354	0.3059444427
355	0.3057224819
356	0.3056008475
357	0.3053145
358	0.3050459453
359	0.3048583439
360	0.3046451841
361	0.3044895717
362	0.304347665
363	0.3042640141
364	0.3040720803
365	0.303755188
366	0.3036080497
367	0.3032940183
368	0.3029536656
369	0.3027806146
370	0.3025052752
371	0.3023366111
372	0.3020499093
373	0.3017886843
374	0.3016613007
375	0.301401329
376	0.301347787
377	0.3011880057
378	0.3010371889
379	0.3008338111
380	0.3004966736
381	0.300252533
382	0.3000589098
383	0.2998680932
384	0.2995630537
385	0.2993897029
386	0.299137388
387	0.2989852633
388	0.2988695962
389	0.298610333
390	0.298447282
391	0.2982229233
392	0.2980459486
393	0.2978316443
394	0.297696822
395	0.297618866
396	0.2973470688
397	0.2971588135
398	0.2969068255
399	0.2966318948
400	0.2964225769
401	0.2962788718
402	0.296106611
403	0.2960020065
404	0.2958071027
405	0.2954560144
406	0.2953737259
407	0.2951665878
408	0.2950101035
409	0.2947402954
410	0.2944454738
411	0.2943875177
412	0.2940585545
413	0.2936240605
414	0.2932972227
415	0.29307627
416	0.2928459167
417	0.2926605225
418	0.2924998147
419	0.2922659738
420	0.2920256478
421	0.2918173109
422	0.2916550228
423	0.2915600913
424	0.2914865766
425	0.2912796565
426	0.2909343175
427	0.2905459813
428	0.2903694153
429	0.2901274
430	0.2898673466
431	0.2895506995
432	0.2892716544
433	0.2890481676
434	0.2887924194
435	0.2886566162
436	0.2885303497
437	0.2881710597
438	0.2879816873
439	0.2877574921
440	0.2877008711
441	0.2875734874
442	0.2873810632
443	0.2873135158
444	0.2871555873
445	0.287015043
446	0.2868831362
447	0.2865975789
448	0.2864550454
449	0.2862857819
450	0.2859336581
451	0.2856060573
452	0.2853560311
453	0.2850821086
454	0.2848500116
455	0.284759249
456	0.2847282682
457	0.2845548902
458	0.2843905585
459	0.2840845108
460	0.2837273189
461	0.2836204529
462	0.2834590639
463	0.2833881106
464	0.2832522801
465	0.2831207275
466	0.2829990387
467	0.2827471052
468	0.2826680865
469	0.2825560161
470	0.2824481964
471	0.2823134286
472	0.2819712503
473	0.2817150933
474	0.2815125602
475	0.2814112255
476	0.281263188
477	0.2810116904
478	0.2807122367
479	0.2804080146
480	0.2803225109
481	0.2801794325
482	0.2800059182
483	0.2798278809
484	0.2796211243
485	0.2795329503
486	0.2793136324
487	487	0.2842613626
488	0.2840543203
489	0.2839184627
490	0.2838347166
491	0.2835516894
492	0.2833463513
493	0.2832283424
494	0.2829182108
495	0.2826816358
496	0.2823841203
497	0.2823608655
498	0.2820214552
499	0.2819905859
500	0.2816882563
501	0.2814693527
502	0.2813510402
503	0.2812297602
504	0.2809539179
505	0.2808560021
506	0.2807705282
507	0.2807061924
508	0.2805162671
509	0.28045510	0.2747998646
511	0.511	0.28031512	0.2743240901
513	0.2742719923
514	0.2740852901
515	0.2739129203
516	0.2738358089
517	517	0.2792199518	518	0.2791052519	519	0.2790465520	520	0.2788987116
521	0.2787504704
522	0.2786519627
523	0.2784539346
524	0.2783567622
525	0.2781413209
526	0.2778175654
527	0.2777685913
528	0.2777038085
529	0.2775368146
530	0.277452485
531	0.2772816805
532	0.2770801665
533	0.2768686065
534	0.2768034773
535	0.2767527443
536	0.2766795321
537	0.2765528842
538	0.276375899
539	0.2761656491
540	0.276094167
541	0.2759623856
542	0.2758501537
543	0.2757361525
544	0.2756725003
545	0.2754775956
546	0.2751883478
547	0.2751079318
548	0.2749918219
549	0.2747720929
550	0.2745669381
551	0.2745665942
552	0.2744940412
553	0.2743520187
554	0.2741155081
555	0.2740596134
556	0.2738845947
557	0.2737122384
558	0.2735430975
559	0.2733376037
560	0.2731406927
561	0.2729298352
562	0.2727474535
563	0.2726779854
564	0.2726201858
565	0.272488228
566	0.2723833839
567	0.2722480226
568	0.2720985078
569	0.2718898627
570	0.2718012116
571	0.2716802121
572	0.2714932339
573	0.2713921729
574	0.271205775
575	0.2710716789
576	0.2709346359
577	0.2707988128
578	0.2706567092
579	0.2705986289
580	0.2704420564
581	0.2703916806
582	0.2701932475
583	0.2699631628
584	0.269808958
585	0.2694434943
586	0.2693369919
587	0.2691700401
588	0.2689564672
589	0.2688279334
590	0.268514271
591	0.2683927343
592	0.2681299568
593	0.2680796781
594	0.2679583108
595	0.2677088415
596	0.2676351408
597	0.2676294275
598	0.2675505488
599	0.2673372691
600	0.2673197605
601	0.2672234354
602	0.2671350682
603	0.2669683382
604	0.2668436762
605	0.2666563767
606	0.2665813815
607	0.2664612268
608	0.2663746291
609	0.2662954279
610	0.2660873373
611	0.2660863356
612	0.2659878315
613	0.265736763
614	0.2656940415
615	0.2656642057
616	0.2655612223
617	0.2654070217
618	0.2653268298
619	0.2651671932
620	0.2650148011
621	0.2649232069
622	0.2648662448
623	0.2648063145
624	0.2645062213
625	0.2644006939
626	0.264307016
627	0.264095535
628	0.2639203394
629	0.2637802476
630	0.2636688044
631	0.2635061787
632	0.2633461441
633	0.263300641
634	0.2631950275
635	0.2630687207
636	0.2630133231
637	0.2629451029
638	0.2628412502
639	0.2627922135
640	0.2626958061
641	0.2625674429
642	0.2624948142
643	0.2622340849
644	0.2621552481
645	0.2621282641
646	0.2619629477
647	0.2618840063
648	0.2617741089
649	0.261676698
650	0.2615387069
651	0.2612721481
652	0.2611912055
653	0.2611352865
654	0.2610760729
655	0.2609548492
656	0.2609026782
657	0.2608046594
658	0.2606185674
659	0.2604891047
660	0.2603497093
661	0.260231653
662	0.2601111503
663	0.2599843454
664	0.2599640116
665	0.259838623
666	0.2598021351
667	0.2595877608
668	0.2594301793
669	0.2592920752
670	0.2590729554
671	0.2589159044
672	0.2588912934
673	0.2588170409
674	0.2586399202
675	0.2585465472
676	0.258333448
677	0.2582251165
678	0.258081721
679	0.2579244279
680	0.2577513001
681	0.2574339
682	0.2572878575
683	0.257118158
684	0.2570136976
685	0.25678124
686	0.2567061601
687	0.2566379064
688	0.2564106704
689	0.2562995874
690	0.2561694945
691	0.2560943793
692	0.2559926347
693	0.2558476657
694	0.2556726937
695	0.2554942024
696	0.2553366253
697	0.2552255178
698	0.255103009
699	0.2548891325
700	0.2547868758
701	0.2547526567
702	0.254635196
703	0.2545752561
704	0.25441853
705	0.2543166394
706	0.2541848488
707	0.2540841478
708	0.2539921628
709	0.2538813469
710	0.2537253688
711	0.2535245249
712	0.25341283
713	0.2533003139
714	0.2532148219
715	0.2530728141
716	0.2529559974
717	0.2528442888
718	0.2526473944
719	0.2525327179
720	0.2524289925
721	0.2523265307
722	0.2520550945
723	0.2519103634
724	0.2517112967
725	0.2517012365
726	0.2515784568
727	0.2514936003
728	0.2513355785
729	0.2511725525
730	0.2511410469
731	0.2510648129
732	0.2509221965
733	0.250769557
734	0.2507599541
735	0.2506201077
736	0.2504877749
737	0.2504643671
738	0.2501863712
739	0.2501298326
740	0.2500545347
741	0.2498427564
742	0.2497723729
743	0.2494960516
744	0.2492580427
745	0.249106154
746	0.2490744776
747	0.2488788824
748	0.2487111761
749	0.2485403681
750	0.2483876287
751	0.2482526623
752	0.2480178931
753	0.2477993779
754	0.2477308969
755	0.2476535329
756	0.2474828306
757	0.2473129345
758	0.2471336419
759	0.2470889842
760	0.2470032104
761	0.2469674969
762	0.2469052721
763	0.2467741674
764	0.2466979754
765	0.2466855485
766	0.2465229738
767	0.2464265369
768	0.2463141383
769	0.2462760474
770	0.2461125054
771	0.2459491823
772	0.2458583704
773	0.2457503314
774	0.2456097915
775	0.245591415
776	0.2455223014
777	0.2454267308
778	0.2452517905
779	0.2450912136
780	0.2449626831
781	0.2447681396
782	0.2447054761
783	0.2445973979
784	0.2445271393
785	0.2444508212
786	0.2442441566
787	0.2441196377
788	0.243904562
789	0.2437754272
790	0.2435809181
791	0.2434545971
792	0.2433029245
793	0.2432797167
794	0.2432699704
795	0.2432231448
796	0.2431509684
797	0.2428647313
798	0.242677918
799	0.2425514253
800	0.2424733007
801	0.2423299015
802	0.2422562087
803	0.2419945086
804	0.2419335177
805	0.2418470073
806	0.2417729589
807	0.2417352418
808	0.241582928
809	0.2415336338
810	0.2414358129
811	0.2414189974
812	0.2412054057
813	0.2411523981
814	0.2409994169
815	0.240817134
816	0.2405576761
817	0.2404408762
818	0.2402460368
819	0.2401415644
820	0.2400419556
821	0.239928264
822	0.2398343481
823	0.2397264627
824	0.2396609467
825	0.2394984165
826	0.2394356808
827	0.2393625261
828	0.2393114454
829	0.2391744199
830	0.2390595128
831	0.2388742287
832	0.238748261
833	0.2387219305
834	0.238462227
835	0.2383419569
836	0.2382289216
837	0.2381728377
838	0.2381144886
839	0.2380075076
840	0.2378924321
841	0.2378427916
842	0.2376851114
843	0.2375156469
844	0.2374321378
845	0.237315719
846	0.2372380913
847	0.2371789218
848	0.237073789
849	0.2370208384
850	0.2368469674
851	0.2366939764
852	0.2365862639
853	0.2365820248
854	0.2364517763
855	0.23635639
856	0.2362598224
857	0.2361878297
858	0.2360715205
859	0.2360318053
860	0.2358973296
861	0.2356169544
862	0.2354860094
863	0.2354246836
864	0.2351801968
865	0.2350292591
866	0.2349349786
867	0.2349166769
868	0.2347771206
869	0.2346734264
870	0.2345657392
871	0.2345181441
872	0.2343538439
873	0.2343216592
874	0.2342305512
875	0.234098305
876	0.2340147464
877	0.2338996454
878	0.2337694868
879	0.2337193619
880	0.2336470041
881	0.2335827879
882	0.2334869642
883	0.2334379144
884	0.2333765912
885	0.2332797449
886	0.2331969039
887	0.2330949555
888	0.2330048282
889	0.2328669933
890	0.232772125
891	0.2326655162
892	0.2323974384
893	0.2322023689
894	0.2320084059
895	0.2319815507
896	0.2318641352
897	0.2317452086
898	0.231569976
899	0.2313476813
900	0.2312545493
901	0.231189771
902	0.2310472066
903	0.2308330034
904	0.2306446794
905	0.2305447555
906	0.2304331626
907	0.2302596324
908	0.2300953007
909	0.2300810425
910	0.2300207114
911	0.2298967182
912	0.2298519948
913	0.2298204301
914	0.229790227
915	0.2295241476
916	0.2295179564
917	0.2293684165
918	0.2293316586
919	0.2291867759
920	0.2289837704
921	0.2288224862
922	0.2286684919
923	0.2286064389
924	0.2285367372
925	0.228445607
926	0.2282138765
927	0.2280448808
928	0.2279953027
929	0.2278130686
930	0.2277689305
931	0.2277140672
932	0.2275258666
933	0.2273525118
934	0.2270921098
935	0.2268742909
936	0.2267346128
937	0.2266908211
938	0.2266467018
939	0.2263468928
940	0.2263389304
941	0.2262690765
942	0.2261655731
943	0.2260378867
944	0.2259321316
945	0.2256792507
946	0.225449494
947	0.2253917549
948	0.2253320368
949	0.2253018198
950	0.2251754124
951	0.2249356057
952	0.2248057511
953	0.2247404041
954	0.2245760692
955	0.2243275085
956	0.2242904294
957	0.2242069921
958	0.2240576031
959	0.2238690273
960	0.2237804657
961	0.2237539377
962	0.2235472253
963	0.2233225001
964	0.2231873312
965	0.2230739203
966	0.2230283352
967	0.2228313803
968	0.2227335025
969	0.2225630818
970	0.2225218489
971	0.2223234578
972	0.2222235861
973	0.2221465964
974	0.2220504677
975	0.2219430548
976	0.2217999886
977	0.2217269216
978	0.2216403286
979	0.2216023503
980	0.2215266563
981	0.2214914562
982	0.2214612723
983	0.2214560079
984	0.2214255876
985	0.2213986468
986	0.2213777448
987	0.2212865768
988	0.2210908468
989	0.2210418085
990	0.2209797208
991	0.2208896903
992	0.2208227476
993	0.2207203004
994	0.2206646525
995	0.2206011003
996	0.2205523794
997	0.2204412952
998	0.2203829703
999	0.2202916868

